1000	0
2000	1030000
3000	0
4000	1023000
5000	1739000
6000	1993000
7000	997000
8000	997000
9000	0
10000	0
11000	0
12000	0
13000	1996000
14000	0
15000	7103000
16000	0
17000	5742000
18000	0
19000	7561000
20000	991000
21000	9260000
22000	6456000
23000	6140000
24000	11068000
25000	998000
26000	5456000
27000	9796000
28000	10643000
29000	1000000
30000	7188000
31000	8492000
32000	1028000
33000	5302000
34000	1029000
35000	3810000
36000	9109000
37000	8408000
38000	7807000
39000	17839000
40000	10076000
41000	20116000
42000	12009000
43000	14082000
44000	10004000
45000	19352000
46000	15877000
47000	14133000
48000	16350000
49000	10340000
50000	8107000
51000	20658000
52000	14573000
53000	12825000
54000	2649000
55000	15915000
56000	13677000
57000	25687000
58000	12641000
59000	24923000
60000	12723000
61000	23761000
62000	10726000
63000	25447000
64000	7749000
65000	13934000
66000	25335000
67000	30138000
68000	29151000
69000	17145000
70000	14568000
71000	44103000
72000	32048000
73000	21928000
74000	26452000
75000	16606000
76000	20005000
77000	29007000
78000	25169000
79000	10711000
80000	18090000
81000	24571000
82000	27476000
83000	26120000
84000	26043000
85000	30711000
86000	31342000
87000	27276000
88000	29406000
89000	30814000
90000	29586000
91000	22147000
92000	26636000
93000	35834000
94000	32817000
95000	29121000
96000	28023000
97000	24161000
98000	34469000
99000	29318000
100000	22995000
101000	35767000
102000	31690000
103000	23421000
104000	35739000
105000	30212000
106000	39204000
107000	36664000
108000	28779000
109000	23155000
110000	33657000
111000	31342000
112000	33404000
113000	33992000
114000	25330000
115000	35721000
116000	25612000
117000	31089000
118000	31056000
119000	36781000
120000	38550000
121000	30687000
122000	37180000
123000	42806000
124000	30418000
125000	34340000
126000	40154000
127000	41832000
128000	30883000
129000	36138000
130000	44165000
131000	40915000
132000	32474000
133000	34806000
134000	37124000
135000	37078000
136000	45714000
137000	36321000
138000	34460000
139000	34449000
140000	36133000
141000	35575000
142000	37766000
143000	38122000
144000	50072000
145000	41854000
146000	41779000
147000	41427000
148000	42698000
149000	44669000
150000	42139000
151000	42014000
152000	50258000
153000	45431000
154000	45773000
155000	44870000
156000	37939000
157000	50776000
158000	43858000
159000	42826000
160000	41929000
161000	48644000
162000	49388000
163000	52010000
164000	45425000
165000	41524000
166000	63591000
167000	50364000
168000	56611000
169000	42720000
170000	50071000
171000	51011000
172000	60469000
173000	46738000
174000	55441000
175000	61570000
176000	57980000
177000	43941000
178000	50011000
179000	50261000
180000	56949000
181000	59360000
182000	45854000
183000	50129000
184000	63683000
185000	49303000
186000	65650000
187000	46575000
188000	49759000
189000	50349000
190000	65766000
191000	61059000
192000	58142000
193000	50533000
194000	49435000
195000	56467000
196000	64776000
197000	60160000
198000	64493000
199000	62824000
200000	66348000
201000	64130000
202000	61898000
203000	58449000
204000	58143000
205000	68363000
206000	64671000
207000	59558000
208000	60030000
209000	65640000
210000	61929000
211000	61246000
212000	63816000
213000	65353000
214000	74478000
215000	62585000
216000	70156000
217000	63438000
218000	66589000
219000	66774000
220000	63762000
221000	67549000
222000	80012000
223000	59819000
224000	65522000
225000	67467000
226000	74471000
227000	60529000
228000	62665000
229000	74026000
230000	62681000
231000	80801000
232000	75737000
233000	68409000
234000	72911000
235000	75618000
236000	74081000
237000	80681000
238000	79419000
239000	75474000
240000	78384000
241000	74590000
242000	73629000
243000	76089000
244000	67270000
245000	83080000
246000	79206000
247000	78883000
248000	78696000
249000	77747000
250000	84367000
251000	77116000
252000	91046000
253000	75534000
254000	67404000
255000	84003000
256000	77017000
257000	81427000
258000	79080000
259000	83833000
260000	79787000
261000	83966000
262000	77277000
263000	82884000
264000	79691000
265000	66334000
266000	82569000
267000	91130000
268000	91312000
269000	77520000
270000	82507000
271000	81397000
272000	83327000
273000	80418000
274000	84215000
275000	90272000
276000	79778000
277000	81952000
278000	81873000
279000	82132000
280000	98506000
281000	78870000
282000	100281000
283000	95349000
284000	95789000
285000	84114000
286000	84112000
287000	95616000
288000	93934000
289000	99836000
290000	95046000
291000	100956000
292000	95420000
293000	100170000
294000	91569000
295000	96157000
296000	98960000
297000	94667000
298000	99007000
299000	98416000
300000	108707000
301000	93589000
302000	98371000
303000	84702000
304000	99645000
305000	83500000
306000	99215000
307000	92330000
308000	100039000
309000	112496000
310000	94378000
311000	97924000
312000	96121000
313000	91775000
314000	100887000
315000	107533000
316000	98006000
317000	99780000
318000	93906000
319000	100601000
320000	91450000
321000	100548000
322000	110083000
323000	84255000
324000	97858000
325000	97689000
326000	99968000
327000	106920000
328000	99981000
329000	97454000
330000	116520000
331000	100950000
332000	101098000
333000	101637000
334000	108962000
335000	96818000
336000	115749000
337000	113757000
338000	115365000
339000	114398000
340000	108624000
341000	100541000
342000	117652000
343000	108903000
344000	108569000
345000	100094000
346000	116042000
347000	98553000
348000	117724000
349000	111801000
350000	116477000
351000	112902000
352000	100526000
353000	116269000
354000	126623000
355000	121789000
356000	129463000
357000	121975000
358000	146883000
359000	131323000
360000	112845000
361000	120513000
362000	148960000
363000	141309000
364000	142720000
365000	130458000
366000	199894000
367000	153356000
368000	118105000
369000	130126000
370000	115947000
371000	120064000
372000	110899000
373000	122988000
374000	130501000
375000	127626000
376000	129486000
377000	124220000
378000	122713000
379000	178357000
380000	126028000
381000	147026000
382000	260077000
383000	159911000
384000	137560000
385000	135005000
386000	137474000
387000	115848000
388000	118095000
389000	116809000
390000	132981000
391000	143092000
392000	130614000
393000	114333000
394000	115657000
395000	132306000
396000	124407000
397000	127749000
398000	126173000
399000	131311000
400000	125798000
401000	117362000
402000	133405000
403000	128341000
404000	125926000
405000	132467000
406000	129031000
407000	131323000
408000	126249000
409000	132289000
410000	133932000
411000	135243000
412000	133739000
413000	132799000
414000	134270000
415000	133345000
416000	131745000
417000	133147000
418000	147359000
419000	147930000
420000	130117000
421000	132701000
422000	134206000
423000	143761000
424000	134330000
425000	134551000
426000	134909000
427000	160986000
428000	130346000
429000	131647000
430000	148552000
431000	128702000
432000	133252000
433000	149475000
434000	131263000
435000	128085000
436000	133582000
437000	124054000
438000	133059000
439000	150898000
440000	150016000
441000	133992000
442000	144367000
443000	150487000
444000	146513000
445000	132857000
446000	150040000
447000	147040000
448000	146256000
449000	150339000
450000	143712000
451000	149089000
452000	133154000
453000	150494000
454000	165746000
455000	159967000
456000	147939000
457000	149532000
458000	131574000
459000	149099000
460000	166705000
461000	149928000
462000	156942000
463000	156269000
464000	149280000
465000	144648000
466000	149690000
467000	151188000
468000	132190000
469000	132673000
470000	166165000
471000	159060000
472000	149954000
473000	149991000
474000	168639000
475000	156746000
476000	148564000
477000	151053000
478000	149735000
479000	166126000
480000	158744000
481000	147352000
482000	167673000
483000	162260000
484000	148924000
485000	149564000
486000	166637000
487000	165925000
488000	166627000
489000	167114000
490000	145942000
491000	150094000
492000	156200000
493000	151571000
494000	149010000
495000	159625000
496000	149846000
497000	134207000
498000	164927000
499000	148885000
500000	163436000
501000	167163000
502000	162692000
503000	165523000
504000	149726000
505000	149607000
506000	182101000
507000	162620000
508000	165839000
509000	157868000
510000	183174000
511000	167583000
512000	162283000
513000	178875000
514000	164573000
515000	168605000
516000	165814000
517000	166573000
518000	166102000
519000	164765000
520000	181338000
521000	165912000
522000	184086000
523000	167210000
524000	167235000
525000	163264000
526000	166473000
527000	166598000
528000	162096000
529000	149785000
530000	182233000
531000	165581000
532000	182861000
533000	166200000
534000	183070000
535000	182586000
536000	179637000
537000	182257000
538000	180742000
539000	181700000
540000	179215000
541000	180739000
542000	185938000
543000	159406000
544000	183300000
545000	200227000
546000	166974000
547000	183273000
548000	194286000
549000	150503000
550000	166304000
551000	166518000
552000	184274000
553000	179915000
554000	165246000
555000	201510000
556000	182228000
557000	165566000
558000	165207000
559000	182815000
560000	178170000
561000	181831000
562000	196785000
563000	200449000
564000	179127000
565000	184013000
566000	199443000
567000	196136000
568000	182244000
569000	200943000
570000	184217000
571000	182859000
572000	184798000
573000	183589000
574000	166717000
575000	183721000
576000	165618000
577000	200376000
578000	182828000
579000	181715000
580000	183264000
581000	182811000
582000	183119000
583000	184295000
584000	182839000
585000	197940000
586000	182290000
587000	194558000
588000	200458000
589000	183153000
590000	183044000
591000	182930000
592000	184521000
593000	183692000
594000	182668000
595000	182453000
596000	199838000
597000	182750000
598000	199478000
599000	199526000
600000	201293000
601000	181871000
602000	215799000
603000	184284000
604000	199508000
605000	196625000
606000	185187000
607000	202149000
608000	199947000
609000	200024000
610000	199815000
611000	200079000
612000	215502000
613000	213745000
614000	196907000
615000	199127000
616000	183697000
617000	201103000
618000	200082000
619000	200827000
620000	199535000
621000	214562000
622000	196916000
623000	196330000
624000	183173000
625000	199965000
626000	197077000
627000	200915000
628000	182538000
629000	183227000
630000	213440000
631000	234435000
632000	199499000
633000	183292000
634000	214397000
635000	212442000
636000	199775000
637000	198872000
638000	201896000
639000	200959000
640000	216125000
641000	232577000
642000	215168000
643000	198956000
644000	203832000
645000	182160000
646000	200743000
647000	198950000
648000	216857000
649000	215531000
650000	216450000
651000	216321000
652000	215492000
653000	200947000
654000	216100000
655000	216468000
656000	215761000
657000	216042000
658000	226196000
659000	215605000
660000	215970000
661000	199961000
662000	199596000
663000	232934000
664000	199391000
665000	216391000
666000	200268000
667000	199040000
668000	200212000
669000	200375000
670000	216830000
671000	233858000
672000	211195000
673000	232073000
674000	213516000
675000	216478000
676000	213228000
677000	234427000
678000	249919000
679000	215560000
680000	215679000
681000	230769000
682000	216781000
683000	216581000
684000	200483000
685000	215026000
686000	249821000
687000	212882000
688000	199227000
689000	216804000
690000	216140000
691000	230194000
692000	232805000
693000	216578000
694000	216565000
695000	215808000
696000	215763000
697000	218051000
698000	233518000
699000	217768000
700000	216851000
701000	232886000
702000	216526000
703000	233296000
704000	249248000
705000	232094000
706000	229225000
707000	233110000
708000	215833000
709000	214756000
710000	215192000
711000	216676000
712000	233716000
713000	228870000
714000	232219000
715000	245387000
716000	247476000
717000	249464000
718000	215499000
719000	232283000
720000	216123000
721000	233319000
722000	216585000
723000	216828000
724000	233393000
725000	217873000
726000	216904000
727000	201122000
728000	216268000
729000	230144000
730000	216066000
731000	231351000
732000	250391000
733000	233185000
734000	233099000
735000	215605000
736000	217172000
737000	249806000
738000	232141000
739000	231716000
740000	250509000
741000	248942000
742000	229505000
743000	232115000
744000	232810000
745000	246032000
746000	233145000
747000	249698000
748000	248411000
749000	232173000
750000	232786000
751000	248572000
752000	233159000
753000	232740000
754000	233252000
755000	248720000
756000	233266000
757000	233750000
758000	248104000
759000	248106000
760000	248701000
761000	246239000
762000	233204000
763000	231221000
764000	231764000
765000	249927000
766000	233553000
767000	232357000
768000	216706000
